node,region,province,municipality,latitude,longitude,att_name,vendor
JALZAP0949,PACIFIC,JALISCO,ZAPOPAN,20.729883,-103.344319,JALZAP0949,Ericsson
JALZAP0951,PACIFIC,JALISCO,ZAPOPAN,20.628714,-103.417179,JALZAP0951,Ericsson
JALZAP0952,PACIFIC,JALISCO,ZAPOPAN,20.621506,-103.423266,JALZAP0952,Ericsson
JALZAP0953,PACIFIC,JALISCO,ZAPOPAN,20.62075,-103.408669,JALZAP0953,Ericsson
JALZAP0954,PACIFIC,JALISCO,ZAPOPAN,20.604675,-103.432778,JALZAP0954,Ericsson
JALZAP0955,PACIFIC,JALISCO,ZAPOPAN,20.681647,-103.436546,JALZAP0955,Ericsson
JALZAP0956,PACIFIC,JALISCO,ZAPOPAN,20.661079,-103.429565,JALZAP0956,Ericsson
JALZAP0957,PACIFIC,JALISCO,ZAPOPAN,20.686283,-103.451342,JALZAP0957,Ericsson
JALZAP0958,PACIFIC,JALISCO,ZAPOPAN,20.653128,-103.422333,JALZAP0958,Ericsson
JALZAP0959,PACIFIC,JALISCO,ZAPOPAN,20.643504,-103.417618,JALZAP0959,Ericsson
JALZAP0960,PACIFIC,JALISCO,ZAPOPAN,20.632081,-103.438454,JALZAP0960,Ericsson
JALZAP0961,PACIFIC,JALISCO,ZAPOPAN,20.711199,-103.4453,JALZAP0961,Ericsson
JALZAP0962,PACIFIC,JALISCO,ZAPOPAN,20.64684,-103.43143,JALZAP0962,Ericsson
JALZAP0963,PACIFIC,JALISCO,ZAPOPAN,20.69245,-103.438067,JALZAP0963,Ericsson
JALZAP0964,PACIFIC,JALISCO,ZAPOPAN,20.672611,-103.454333,JALZAP0964,Ericsson
JALZAP0965,PACIFIC,JALISCO,ZAPOPAN,20.74284,-103.419373,JALZAP0965,Ericsson
JALZAP0966,PACIFIC,JALISCO,ZAPOPAN,20.746876,-103.362322,JALZAP0966,Ericsson
JALZAP0967,PACIFIC,JALISCO,ZAPOPAN,20.738581,-103.394814,JALZAP0967,Ericsson
JALZAP0968,PACIFIC,JALISCO,ZAPOPAN,20.720629,-103.346085,JALZAP0968,Ericsson
JALZAP0969,PACIFIC,JALISCO,ZAPOPAN,20.725317,-103.398155,JALZAP0969,Ericsson
JALZAP0970,PACIFIC,JALISCO,ZAPOPAN,20.719513,-103.367823,JALZAP0970,Ericsson
JALZAP0971,PACIFIC,JALISCO,ZAPOPAN,20.770201,-103.446999,JALZAP0971,Huawei
JALZAP0972,PACIFIC,JALISCO,ZAPOPAN,20.731417,-103.359056,JALZAP0972,Ericsson
JALZAP0973,PACIFIC,JALISCO,ZAPOPAN,20.715036,-103.357689,JALZAP0973,Ericsson
JALZAP0974,PACIFIC,JALISCO,ZAPOPAN,20.7268,-103.3858,JALZAP0974,Ericsson
JALZAP0975,PACIFIC,JALISCO,ZAPOPAN,20.7917,-103.353996,JALZAP0975,Huawei
JALZAP0976,PACIFIC,JALISCO,ZAPOPAN,20.71221,-103.408714,JALZAP0976,Ericsson
JALZAP0977,PACIFIC,JALISCO,ZAPOPAN,20.659861,-103.412194,JALZAP0977,Ericsson
JALZAP0978,PACIFIC,JALISCO,ZAPOPAN,20.670523,-103.403017,JALZAP0978,Ericsson
JALZAP0979,PACIFIC,JALISCO,ZAPOPAN,20.663666,-103.41498,JALZAP0979,Ericsson
JALZAP0980,PACIFIC,JALISCO,ZAPOPAN,20.69958,-103.41549,JALZAP0980,Ericsson
JALZAP0981,PACIFIC,JALISCO,ZAPOPAN,20.648755,-103.401716,JALZAP0981,Ericsson
JALZAP0982,PACIFIC,JALISCO,ZAPOPAN,20.637251,-103.404198,JALZAP0982,Ericsson
JALZAP0983,PACIFIC,JALISCO,ZAPOPAN,20.74153,-103.59027,JALZAP0983,Huawei
JALZAP0984,PACIFIC,JALISCO,ZAPOPAN,20.7999,-103.486,JALZAP0984,Huawei
JALZAP0985,PACIFIC,JALISCO,ZAPOPAN,20.726,-103.549004,JALZAP0985,Huawei
JALZAP0986,PACIFIC,JALISCO,ZAPOPAN,20.620361,-103.453003,JALZAP0986,Ericsson
JALZAP0987,PACIFIC,JALISCO,ZAPOPAN,20.702683,-103.44629,JALZAP0987,Ericsson
JALZAP0988,PACIFIC,JALISCO,ZAPOPAN,20.756207,-103.349536,JALZAP0988,Ericsson
JALZAP0989,PACIFIC,JALISCO,ZAPOPAN,20.737362,-103.408997,JALZAP0989,Ericsson
JALZAP0990,PACIFIC,JALISCO,ZAPOPAN,20.735569,-103.340317,JALZAP0990,Ericsson
JALZAP0991,PACIFIC,JALISCO,ZAPOPAN,20.627675,-103.477911,JALZAP0991,Ericsson
JALZAP0992,PACIFIC,JALISCO,ZAPOPAN,20.695299,-103.466088,JALZAP0992,Huawei
JALZAP0993,PACIFIC,JALISCO,ZAPOPAN,20.741976,-103.384934,JALZAP0993,Ericsson
JALZAP0995,PACIFIC,JALISCO,ZAPOPAN,20.74403,-103.442307,JALZAP0995,Huawei
JALZAP0996,PACIFIC,JALISCO,ZAPOPAN,20.611486,-103.461281,JALZAP0996,Ericsson
JALZAP0997,PACIFIC,JALISCO,ZAPOPAN,20.78516,-103.44521,JALZAP0997,Ericsson
JALZAP0998,PACIFIC,JALISCO,ZAPOPAN,20.636347,-103.448166,JALZAP0998,Ericsson
JALZAP0999,PACIFIC,JALISCO,ZAPOPAN,20.642279,-103.399278,JALZAP0999,Ericsson
JALZAP1000,PACIFIC,JALISCO,ZAPOPAN,20.735186,-103.417338,JALZAP1000,Ericsson
JALZAP1001,PACIFIC,JALISCO,ZAPOPAN,20.847,-103.445999,JALZAP1001,Huawei
JALZAP1002,PACIFIC,JALISCO,ZAPOPAN,20.650611,-103.435997,JALZAP1002,Huawei
JALZAP1003,PACIFIC,JALISCO,ZAPOPAN,20.60031,-103.447925,JALZAP1003,Ericsson
JALZAP1006,PACIFIC,JALISCO,ZAPOPAN,20.730919,-103.416977,JALZAP1006,Ericsson
JALZAP1007,PACIFIC,JALISCO,ZAPOPAN,20.658232,-103.416309,JALZAP1007,Ericsson
JALZAP1008,PACIFIC,JALISCO,ZAPOPAN,20.659187,-103.437608,JALZAP1008,Ericsson
JALZAP1009,PACIFIC,JALISCO,ZAPOPAN,20.7162,-103.392998,JALZAP1009,Huawei
JALZAP1010,PACIFIC,JALISCO,ZAPOPAN,20.707833,-103.410072,JALZAP1010,Ericsson
JALZAP1012,PACIFIC,JALISCO,ZAPOPAN,20.65171,-103.403999,JALZAP1012,Huawei
JALZAP1013,PACIFIC,JALISCO,ZAPOPAN,20.678396,-103.420837,JALZAP1013,Ericsson
JALZAP1014,PACIFIC,JALISCO,ZAPOPAN,20.6244,-103.445801,JALZAP1014,Ericsson
JALZAP1015,PACIFIC,JALISCO,ZAPOPAN,20.636113,-103.423433,JALZAP1015,Ericsson
JALZAP1016,PACIFIC,JALISCO,ZAPOPAN,20.73761,-103.5,JALZAP1016,Huawei
JALZAP1017,PACIFIC,JALISCO,ZAPOPAN,20.7218,-103.455002,JALZAP1017,Huawei
JALZAP1018,PACIFIC,JALISCO,ZAPOPAN,20.746298,-103.402573,JALZAP1018,Ericsson
JALZAP1020,PACIFIC,JALISCO,ZAPOPAN,20.716751,-103.368852,JALZAP1020,Ericsson
JALZAP1023,PACIFIC,JALISCO,ZAPOPAN,20.732577,-103.371976,JALZAP1023,Ericsson
JALZAP1024,PACIFIC,JALISCO,ZAPOPAN,20.7307,-103.449997,JALZAP1024,Huawei
JALZAP1025,PACIFIC,JALISCO,ZAPOPAN,20.706552,-103.46355,JALZAP1025,Ericsson
JALZAP1026,PACIFIC,JALISCO,ZAPOPAN,20.617136,-103.428742,JALZAP1026,Ericsson
JALZAP1027,PACIFIC,JALISCO,ZAPOPAN,20.598471,-103.438118,JALZAP1027,Ericsson
JALZAP1028,PACIFIC,JALISCO,ZAPOPAN,20.721945,-103.435,JALZAP1028,Huawei
JALZAP1030,PACIFIC,JALISCO,ZAPOPAN,20.668612,-103.421112,JALZAP1030,Ericsson
JALZAP1031,PACIFIC,JALISCO,ZAPOPAN,20.777599,-103.450058,JALZAP1031,Huawei
JALZAP1032,PACIFIC,JALISCO,ZAPOPAN,20.612612,-103.473335,JALZAP1032,Huawei
JALZAP1033,PACIFIC,JALISCO,ZAPOPAN,20.692277,-103.414743,JALZAP1033,Ericsson
JALZAP1034,PACIFIC,JALISCO,ZAPOPAN,20.830014,-103.449381,JALZAP1034,Huawei
JALZAP1035,PACIFIC,JALISCO,ZAPOPAN,20.7603,-103.528999,JALZAP1035,Huawei
JALZAP1037,PACIFIC,JALISCO,ZAPOPAN,20.676842,-103.433289,JALZAP1037,Ericsson
JALZAP1038,PACIFIC,JALISCO,ZAPOPAN,20.645142,-103.4412,JALZAP1038,Ericsson
JALZAP1040,PACIFIC,JALISCO,ZAPOPAN,20.656828,-103.422997,JALZAP1040,Huawei
JALZAP1042,PACIFIC,JALISCO,ZAPOPAN,20.688761,-103.426712,JALZAP1042,Ericsson
JALZAP1047,PACIFIC,JALISCO,ZAPOPAN,20.62686,-103.462097,JALZAP1047,Ericsson
JALZAP1048,PACIFIC,JALISCO,ZAPOPAN,20.718056,-103.354141,JALZAP1048,Ericsson
JALZAP1049,PACIFIC,JALISCO,ZAPOPAN,20.736601,-103.431999,JALZAP1049,Huawei
JALZAP1051,PACIFIC,JALISCO,ZAPOPAN,20.759481,-103.390701,JALZAP1051,Ericsson
JALZAP1054,PACIFIC,JALISCO,ZAPOPAN,20.681601,-103.429001,JALZAP1054,Huawei
JALZAP1055,PACIFIC,JALISCO,ZAPOPAN,20.678839,-103.409689,JALZAP1055,Ericsson
JALZAP1056,PACIFIC,JALISCO,ZAPOPAN,20.669143,-103.43032,JALZAP1056,Ericsson
JALZAP1057,PACIFIC,JALISCO,ZAPOPAN,20.725279,-103.417503,JALZAP1057,Ericsson
JALZAP1059,PACIFIC,JALISCO,ZAPOPAN,20.65112,-103.451867,JALZAP1059,Ericsson
JALZAP1065,PACIFIC,JALISCO,ZAPOPAN,20.7694,-103.382294,JALZAP1065,Huawei
JALZAP1067,PACIFIC,JALISCO,ZAPOPAN,20.720108,-103.420876,JALZAP1067,Huawei
JALZAP2023,PACIFIC,JALISCO,ZAPOPAN,20.685602,-103.419815,JALZAP2023,Ericsson
JALZAP2024,PACIFIC,JALISCO,ZAPOPAN,20.6905,-103.447998,JALZAP2024,Huawei
JALZAP2025,PACIFIC,JALISCO,ZAPOPAN,20.70244,-103.457643,JALZAP2025,Ericsson
JALZAP2027,PACIFIC,JALISCO,ZAPOPAN,20.670492,-103.43647,JALZAP2027,Ericsson
JALZAP2028,PACIFIC,JALISCO,ZAPOPAN,20.664422,-103.445515,JALZAP2028,Ericsson
JALZAP2030,PACIFIC,JALISCO,ZAPOPAN,20.615442,-103.469807,JALZAP2030,Ericsson
JALZAP2031,PACIFIC,JALISCO,ZAPOPAN,20.634701,-103.464996,JALZAP2031,Huawei
JALZAP2033,PACIFIC,JALISCO,ZAPOPAN,20.7199,-103.490501,JALZAP2033,Ericsson
JALZAP2034,PACIFIC,JALISCO,ZAPOPAN,20.768278,-103.434389,JALZAP2034,Ericsson
JALZAP2035,PACIFIC,JALISCO,ZAPOPAN,20.786039,-103.462113,JALZAP2035,Huawei
JALZAP2036,PACIFIC,JALISCO,ZAPOPAN,20.8123,-103.463203,JALZAP2036,Huawei
JALZAP2037,PACIFIC,JALISCO,ZAPOPAN,20.730425,-103.408481,JALZAP2037,Ericsson
JALZAP2038,PACIFIC,JALISCO,ZAPOPAN,20.7831,-103.369003,JALZAP2038,Huawei
JALZAP2039,PACIFIC,JALISCO,ZAPOPAN,20.762942,-103.333391,JALZAP2039,Ericsson
JALZAP2040,PACIFIC,JALISCO,ZAPOPAN,20.636412,-103.413155,JALZAP2040,Ericsson
JALZAP2041,PACIFIC,JALISCO,ZAPOPAN,20.64934,-103.413897,JALZAP2041,Ericsson
JALZAP2042,PACIFIC,JALISCO,ZAPOPAN,20.679001,-103.452028,JALZAP2042,Huawei
JALZAP2043,PACIFIC,JALISCO,ZAPOPAN,20.724386,-103.373797,JALZAP2043,Ericsson
JALZAP2049,PACIFIC,JALISCO,ZAPOPAN,20.718708,-103.471359,JALZAP2049,Ericsson
JALZAP2050,PACIFIC,JALISCO,ZAPOPAN,20.796028,-103.427002,JALZAP2050,Huawei
JALZAP2051,PACIFIC,JALISCO,ZAPOPAN,20.640023,-103.408005,JALZAP2051,Ericsson
JALZAP2053,PACIFIC,JALISCO,ZAPOPAN,20.654776,-103.406853,JALZAP2053,Ericsson
JALZAP2055,PACIFIC,JALISCO,ZAPOPAN,20.772806,-103.344971,JALZAP2055,Ericsson
JALZAP2056,PACIFIC,JALISCO,ZAPOPAN,20.67041,-103.409531,JALZAP2056,Ericsson
JALZAP2057,PACIFIC,JALISCO,ZAPOPAN,20.734056,-103.351556,JALZAP2057,Ericsson
JALZAP2265,PACIFIC,JALISCO,ZAPOPAN,20.762829,-103.436394,JALZAP2265,Huawei
JALZAP2948,PACIFIC,JALISCO,ZAPOPAN,20.730141,-103.442093,JALZAP2948,Ericsson
JALZAP2950,PACIFIC,JALISCO,ZAPOPAN,20.75385,-103.36308,JALZAP2950,Ericsson
JALZAP2953,PACIFIC,JALISCO,ZAPOPAN,20.72766,-103.4307,JALZAP2953,Ericsson
JALZAP3320,PACIFIC,JALISCO,ZAPOPAN,20.671896,-103.430534,JALZAP3320,Ericsson
JALZAP3567,PACIFIC,JALISCO,ZAPOPAN,20.681513,-103.412693,JALZAP3567,Huawei
JALZAP3574,PACIFIC,JALISCO,ZAPOPAN,20.753176,-103.400909,JALZAP3574,Huawei
JALZAP3587,PACIFIC,JALISCO,ZAPOPAN,20.678076,-103.458557,JALZAP3587,Huawei
JALZAP3754,PACIFIC,JALISCO,ZAPOPAN,20.849036,-103.4247,JALZAP3754,Huawei
JALZAP3755,PACIFIC,JALISCO,ZAPOPAN,20.749306,-103.384778,JALZAP3755,Huawei
JALZAP3756,PACIFIC,JALISCO,ZAPOPAN,20.757119,-103.416456,JALZAP3756,Huawei
JALZAP3757,PACIFIC,JALISCO,ZAPOPAN,20.640205,-103.473405,JALZAP3757,Huawei
JALZAP3759,PACIFIC,JALISCO,ZAPOPAN,20.756592,-103.327629,JALZAP3759,Huawei
JALZAP3760,PACIFIC,JALISCO,ZAPOPAN,20.745736,-103.429255,JALZAP3760,Ericsson
JALZAP3777,PACIFIC,JALISCO,ZAPOPAN,20.684788,-103.443169,JALZAP3777,Huawei
JALZAP3780,PACIFIC,JALISCO,ZAPOPAN,20.729908,-103.422528,JALZAP3780,Ericsson
JALZAP3825,PACIFIC,JALISCO,ZAPOPAN,20.695021,-103.410623,JALZAP3825,Ericsson
JALZAP6098,PACIFIC,JALISCO,ZAPOPAN,20.709462,-103.413589,JALZAP6098,Ericsson
JALZAP7462,PACIFIC,JALISCO,ZAPOPAN,20.68688,-103.410309,JALZAP7462,Huawei
JALZAR1068,PACIFIC,JALISCO,ZAPOTLAN_DEL_REY,20.4644,-102.923,JALZAR1068,Huawei
JALZAT1070,PACIFIC,JALISCO,ZACOALCO_DE_TORRES,20.2097,-103.564003,JALZAT1070,Huawei
JALZAT1071,PACIFIC,JALISCO,ZACOALCO_DE_TORRES,20.3095,-103.595001,JALZAT1071,Huawei
JALZAT1072,PACIFIC,JALISCO,ZACOALCO_DE_TORRES,20.157222,-103.516111,JALZAT1072,Huawei
JALZPJ1073,PACIFIC,JALISCO,ZAPOTLANEJO,20.5246,-102.9443,JALZPJ1073,Huawei
JALZPJ1074,PACIFIC,JALISCO,ZAPOTLANEJO,20.6672,-103.0,JALZPJ1074,Huawei
JALZPJ1075,PACIFIC,JALISCO,ZAPOTLANEJO,20.6224,-103.07,JALZPJ1075,Huawei
JALZPJ1076,PACIFIC,JALISCO,ZAPOTLANEJO,20.609636,-103.059998,JALZPJ1076,Huawei
JALZPJ1077,PACIFIC,JALISCO,ZAPOTLANEJO,20.539909,-102.933452,JALZPJ1077,Huawei
JALZPJ1078,PACIFIC,JALISCO,ZAPOTLANEJO,20.623199,-103.057008,JALZPJ1078,Huawei
JALZPJ2061,PACIFIC,JALISCO,ZAPOTLANEJO,20.582399,-103.1241,JALZPJ2061,Huawei
JALZPT1079,PACIFIC,JALISCO,ZAPOTILTIC,19.6653,-103.462479,JALZPT1079,Huawei
JALZPT1080,PACIFIC,JALISCO,ZAPOTILTIC,19.626535,-103.417,JALZPT1080,Huawei
JALZRZ2417,PACIFIC,JALISCO,ZAPOTLAN_DEL_REY,20.49,-103.040001,JALZRZ2417,Huawei
JALZTL1081,PACIFIC,JALISCO,ZAPOTLAN_EL_GRANDE,19.7169,-103.461998,JALZTL1081,Huawei
JALZTL1082,PACIFIC,JALISCO,ZAPOTLAN_EL_GRANDE,19.7036,-103.481491,JALZTL1082,Huawei
JALZTL1084,PACIFIC,JALISCO,ZAPOTLAN_EL_GRANDE,19.704407,-103.464088,JALZTL1084,Huawei
LBCNMXC6000,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.628399,-115.247002,BCNMXC6000,Ericsson
LBCNMXC6002,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.6576,-115.477997,BCNMXC6002,Ericsson
LBCNMXC7054,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.622601,-115.407997,BCNMXC7054,Ericsson
LBCNMXC7055,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.6241,-115.496002,BCNMXC7055,Ericsson
LBCNTIJ7056,NORTH_WEST,BAJA_CALIFORNIA,TIJUANA,32.450699,-116.925003,BCNTIJ7056,Ericsson
LBCNTIJ7057,NORTH_WEST,BAJA_CALIFORNIA,TIJUANA,32.550701,-116.914002,BCNTIJ7057,Ericsson
LBCSCAB0403,NORTH_WEST,BAJA_CALIFORNIA_SUR,LOS_CABOS,23.0452,-109.696999,BCSCAB0403,Ericsson
LCEL8010,PACIFIC,GUANAJUATO,SAN_MIGUEL_DE_ALLENDE,20.906544,-100.75,GUASMA0529,Huawei
LCHHJRZ0262,NORTH,CHIHUAHUA,JUAREZ-CHH,31.5114,-106.258003,CHHJRZ0262,Ericsson
LCHI0024,NORTH,CHIHUAHUA,CHIHUAHUA,28.657101,-106.114998,CHHCHH0069,Huawei
LCHI0027,NORTH,CHIHUAHUA,CHIHUAHUA,28.642,-106.091003,CHHCHH0070,Huawei
LCHI0030,NORTH,CHIHUAHUA,CHIHUAHUA,28.6425,-106.071999,CHHCHH0072,Huawei
LCOA8505,NORTH,COAHUILA_DE_ZARAGOZA,ACUNA,29.319401,-100.941002,COACAN0281,Huawei
LDIFCHT6129,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.426399,-99.1717,DIFCHT6129,Huawei
LDUR8002,NORTH,DURANGO,DURANGO,24.0228,-104.669998,DURDUR0435,Huawei
LDUR8008,NORTH,DURANGO,DURANGO,24.0166,-104.674004,DURDUR0450,Huawei
LDUR8014,NORTH,DURANGO,DURANGO,24.030001,-104.648003,DURDUR0437,Huawei
LFRE0002,PACIFIC,ZACATECAS,FRESNILLO,23.1408,-102.834999,HFRE0002,Huawei
LFRE0011,PACIFIC,ZACATECAS,JUAN_ALDAMA,24.2754,-103.394997,HFRE0011,Huawei
LGDL0019,PACIFIC,JALISCO,TLAJOMULCO_DE_ZUNIGA,20.525894,-103.302002,JALTLZ0899,Huawei
LGDL0079,PACIFIC,JALISCO,GUADALAJARA,20.697233,-103.388001,JALGDL0611,Huawei
LGDL1033,PACIFIC,JALISCO,ZAPOPAN,20.685833,-103.407997,JALZAP0994,Huawei
LGDL1168,PACIFIC,JALISCO,GUADALAJARA,20.704109,-103.329002,JALGDL1966,Huawei
LGDL8067,PACIFIC,JALISCO,ZAPOPAN,20.715599,-103.37738,JALZAP1045,Huawei
LJALGDL2454,PACIFIC,JALISCO,GUADALAJARA,20.653082,-103.391625,JALGDL2454,Huawei
LMAN0006,NORTH,TAMAULIPAS,EL_MANTE,22.746599,-98.990898,TAMMNT1069,Huawei
LMAZ0002,NORTH_WEST,SINALOA,SAN_IGNACIO,23.5973,-106.703003,SINING0936,Huawei
LMAZ0003,NORTH_WEST,SINALOA,MAZATLAN,23.471701,-106.569,SINMAZ0561,Huawei
LMEX0045,CENTRO,MEXICO,CUAUTITLAN_IZCALLI,19.686001,-99.218498,HMEX0045,Huawei
LMEX0182,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.405949,-99.176301,DIFCHT0218,Huawei
LMEX0332,CENTRO,DISTRITO_FEDERAL,IZTAPALAPA,19.384701,-99.077202,DIFIZT0560,Huawei
LMEX0340,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.4793,-99.266602,HMEX0340,Huawei
LMEX0394,CENTRO,DISTRITO_FEDERAL,CUAJIMALPA_DE_MORELOS,19.361099,-99.278603,HMEX0394,Huawei
LMEX0471,CENTRO,DISTRITO_FEDERAL,GUSTAVO_A_MADERO,19.494101,-99.127197,DIFGAM0498,Huawei
LMEX0552,CENTRO,MEXICO,HUIXQUILUCAN,19.4161,-99.247704,HMEX0552,Huawei
LMEX0603,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.463301,-99.1549,HMEX0603,Huawei
LMEX0629,CENTRO,DISTRITO_FEDERAL,TLALPAN,19.3034,-99.2006,HMEX0629,Huawei
LMEX0676,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.415501,-99.182404,DIFMGH0682,Huawei
LMEX0729,CENTRO,DISTRITO_FEDERAL,LA_MAGDALENA_CONTRERAS,19.3263,-99.228104,DIFMGC0652,Huawei
LMEX0800,CENTRO,DISTRITO_FEDERAL,VENUSTIANO_CARRANZA-DF,19.420799,-99.079102,DIFVEN0899,Huawei
LMEX1447,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.434099,-99.201401,DIFMGH0804,Huawei
LMEX1464,CENTRO,MEXICO,HUIXQUILUCAN,19.4093,-99.2537,MEXHXC0304,Huawei
LMEX8059,CENTRO,DISTRITO_FEDERAL,VENUSTIANO_CARRANZA-DF,19.430201,-99.117798,DIFVEN0926,Huawei
LMEX8138,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.505699,-99.262497,MEXNPL0547,Huawei
LMEX8205,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.414499,-99.168198,DIFCHT0235,Huawei
LMEX8252,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.343901,-99.203102,DIFALO0075,Huawei
LMEX8271,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.411301,-99.155701,DIFCHT0311,Huawei
LMEX8281,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.335199,-99.180801,DIFCYN0435,Huawei
LMEX8287,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.426201,-99.150002,DIFCHT0318,Huawei
LMEX8303,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.388,-99.214897,DIFALO0018,Huawei
LMEX8382,CENTRO,MEXICO,CUAUTITLAN_IZCALLI,19.6434,-99.261597,MEXCTI0174,Huawei
LMEX8429,CENTRO,DISTRITO_FEDERAL,LA_MAGDALENA_CONTRERAS,19.318399,-99.238098,DIFMGC1185,Huawei
LMEX8578,CENTRO,DISTRITO_FEDERAL,TLALPAN,19.209299,-99.156799,DIFTLP0874,Huawei
LMEX8722,CENTRO,MEXICO,OZUMBA,19.0403,-98.790199,MEXOZU0581,Huawei
LMEX8851,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.425301,-99.187897,DIFMGH0758,Huawei
LMOC0001,NORTH_WEST,SINALOA,EL_FUERTE,26.423599,-108.614998,SINFRT0509,Huawei
LMOR8520,PACIFIC,MICHOACAN_DE_OCAMPO,MUGICA,19.0203,-102.079002,MICMUG1170,Huawei
LMTY0247,NORTH,NUEVO_LEON,SANTIAGO,25.451401,-100.166,NLESGO0946,Huawei
LMTY1146,NORTH,NUEVO_LEON,MONTERREY,25.673901,-100.329002,NLEMTY0825,Huawei
LMTY8106,NORTH,NUEVO_LEON,GENERAL_ZUAZUA,25.9062,-100.161003,NLEGEZ0681,Huawei
LNAV0003,NORTH_WEST,SONORA,BENITO_JUAREZ-SON,27.1164,-109.848999,SONBEJ0627,Huawei
LNAV0012,NORTH_WEST,SONORA,NAVOJOA,26.774599,-109.299004,SONNVJ0951,Huawei
LNLD0036,NORTH,TAMAULIPAS,NUEVO_LAREDO,27.452,-99.5186,TAMNLD1137,Huawei
LNLD0068,NORTH,TAMAULIPAS,GUERRERO-TAM,26.7398,-99.404404,TAMGRO1054,Huawei
LNLD0079,NORTH,TAMAULIPAS,NUEVO_LAREDO,27.387519,-99.639122,TAMNLD1154,Huawei
LNLD0086,NORTH,NUEVO_LEON,ANAHUAC,27.051201,-99.732101,NLEANH0504,Huawei
LNLD0106,NORTH,TAMAULIPAS,NUEVO_LAREDO,27.480005,-99.588799,TAMNLD1171,Huawei
LNLEPGG7018,NORTH,NUEVO_LEON,SAN_PEDRO_GARZA_GARCIA,25.6555,-100.385002,NLEPGG7018,Huawei
LOBR0033,NORTH_WEST,SONORA,CAJEME,27.353901,-110.037003,SONCAJ0653,Huawei
LPAC0025,CENTRO,HIDALGO,VILLA_DE_TEZONTEPEC,19.8915,-98.801498,HIDVTZ0161,Huawei
LPTV0043,PACIFIC,NAYARIT,BAHIA_DE_BANDERAS,20.769139,-105.531167,NAYBAH1252,Huawei
LPUEPUE6020,SOUTH,PUEBLA,PUEBLA,19.031607,-98.232574,PUEPUE6020,Huawei
LREY0078,NORTH,TAMAULIPAS,REYNOSA,26.08561,-98.276398,TAMREY1242,Huawei
LREY0093,NORTH,TAMAULIPAS,MIGUEL_ALEMAN,26.3981,-99.028099,TAMMGA1067,Huawei
LREY0098,NORTH,TAMAULIPAS,RIO_BRAVO,25.986733,-98.109012,TAMRBV1200,Huawei
LREY0110,NORTH,TAMAULIPAS,RIO_BRAVO,25.9877,-98.0946,TAMRBV1203,Huawei
LREY8002,NORTH,TAMAULIPAS,REYNOSA,26.093125,-98.278503,TAMREY1274,Huawei
LSINCUL0449,NORTH_WEST,SINALOA,CULIACAN,24.7819,-107.383003,SINCUL0449,Ericsson
LSINGVE0527,NORTH_WEST,SINALOA,GUASAVE,25.625999,-108.393997,SINGVE0527,Ericsson
LSINGVE0529,NORTH_WEST,SINALOA,GUASAVE,25.518101,-108.499001,SINGVE0529,Ericsson
LSINGVE0530,NORTH_WEST,SINALOA,GUASAVE,25.295601,-108.510002,SINGVE0530,Ericsson
LSINGVE0532,NORTH_WEST,SINALOA,GUASAVE,25.451099,-108.545998,SINGVE0532,Ericsson
LSINGVE0533,NORTH_WEST,SINALOA,GUASAVE,25.3936,-108.440002,SINGVE0533,Ericsson
LSINHOM0536,NORTH_WEST,SINALOA,AHOME,25.8792,-108.902,SINHOM0536,Ericsson
LSINHOM0538,NORTH_WEST,SINALOA,AHOME,25.7892,-108.995003,SINHOM0538,Ericsson
LSINHOM0540,NORTH_WEST,SINALOA,AHOME,25.6898,-109.049004,SINHOM0540,Ericsson
LSINHOM0556,NORTH_WEST,SINALOA,AHOME,25.783924,-109.015999,SINHOM0556,Ericsson
LSINHOM0559,NORTH_WEST,SINALOA,AHOME,25.793699,-109.023003,SINHOM0559,Ericsson
LSINSNL0623,NORTH_WEST,SINALOA,SINALOA,25.8235,-108.231003,SINSNL0623,Ericsson
LSLP0021,PACIFIC,SAN_LUIS_POTOSI,ZARAGOZA-SLP,21.9058,-100.800003,SLPZRG1542,Huawei
LSLP0027,PACIFIC,GUANAJUATO,SAN_LUIS_DE_LA_PAZ,21.2208,-100.526064,GUASLZ0522,Huawei
