node,region,province,municipality,latitude,longitude,att_name,vendor,period
2102311HDE10FC000377,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.3389,-99.181396,DIFCHT9067,Huawei,last
ADIFIZC6381,CENTRO,DISTRITO_FEDERAL,IZTACALCO,19.40513,-99.095661,DIFIZC6381,Ericsson,last
ADIFIZC6384,CENTRO,DISTRITO_FEDERAL,IZTACALCO,19.40513,-99.095661,DIFIZC6384,Ericsson,last
ADIFIZC6386,CENTRO,DISTRITO_FEDERAL,IZTACALCO,19.40513,-99.095661,DIFIZC6386,Ericsson,last
ADIFIZC6387,CENTRO,DISTRITO_FEDERAL,IZTACALCO,19.40513,-99.095661,DIFIZC6387,Ericsson,last
ADIFIZC6390,CENTRO,DISTRITO_FEDERAL,IZTACALCO,19.40513,-99.095661,DIFIZC6390,Ericsson,last
ADIFIZC6391,CENTRO,DISTRITO_FEDERAL,IZTACALCO,19.40513,-99.095661,DIFIZC6391,Ericsson,last
AGUAGU0002,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.885,-102.27031,AGUAGU0002,Huawei,last
AGUAGU0003,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.894899,-102.311997,AGUAGU0003,Huawei,last
AGUAGU0004,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.868056,-102.285556,AGUAGU0004,Nokia,last
AGUAGU0005,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.872723,-102.328111,AGUAGU0005,Huawei,last
AGUAGU0006,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8435,-102.292944,AGUAGU0006,Nokia,last
AGUAGU0007,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.862144,-102.305,AGUAGU0007,Huawei,last
AGUAGU0008,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.926235,-102.318056,AGUAGU0008,Huawei,last
AGUAGU0009,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8846,-102.292282,AGUAGU0009,Huawei,initial
AGUAGU0010,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.823709,-102.288002,AGUAGU0010,Huawei,initial
AGUAGU0011,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.9103,-102.288101,AGUAGU0011,Huawei,last
AGUAGU0012,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.700806,-102.310997,AGUAGU0012,Huawei,last
AGUAGU0013,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.87292,-102.271142,AGUAGU0013,Huawei,last
AGUAGU0014,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.86175,-102.226472,AGUAGU0014,Huawei,last
AGUAGU0015,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.924808,-102.292028,AGUAGU0015,Nokia,last
AGUAGU0016,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.875556,-102.306667,AGUAGU0016,Nokia,last
AGUAGU0018,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.7313,-102.276338,AGUAGU0018,Huawei,last
AGUAGU0019,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.882994,-102.249389,AGUAGU0019,Nokia,last
AGUAGU0020,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.915232,-102.305,AGUAGU0020,Huawei,last
AGUAGU0021,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.875099,-102.296135,AGUAGU0021,Huawei,last
AGUAGU0022,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.921022,-102.262033,AGUAGU0022,Huawei,last
AGUAGU0024,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.90072,-102.254358,AGUAGU0024,Nokia,last
AGUAGU0025,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.9044,-102.28505,AGUAGU0025,Huawei,last
AGUAGU0026,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.906712,-102.2561,AGUAGU0026,Nokia,last
AGUAGU0027,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.885389,-102.250889,AGUAGU0027,Nokia,last
AGUAGU0028,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.9395,-102.289056,AGUAGU0028,Nokia,last
AGUAGU0029,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8605,-102.280014,AGUAGU0029,Huawei,last
AGUAGU0030,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.871,-102.319229,AGUAGU0030,Huawei,last
AGUAGU0031,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.890917,-102.283997,AGUAGU0031,Huawei,last
AGUAGU0033,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8911,-102.296,AGUAGU0033,Nokia,last
AGUAGU0034,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.870501,-102.255083,AGUAGU0034,Huawei,last
AGUAGU0035,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.865299,-102.294998,AGUAGU0035,Huawei,last
AGUAGU0037,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8598,-102.221001,AGUAGU0037,Huawei,last
AGUAGU0038,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8127,-102.286003,AGUAGU0038,Huawei,last
AGUAGU0039,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8512,-102.353401,AGUAGU0039,Huawei,last
AGUAGU0040,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.853425,-102.318001,AGUAGU0040,Huawei,last
AGUAGU0041,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8829,-102.365161,AGUAGU0041,Huawei,last
AGUAGU0042,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.9326,-102.254997,AGUAGU0042,Huawei,last
AGUAGU0043,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.907806,-102.237056,AGUAGU0043,Nokia,last
AGUAGU0044,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.92745,-102.3381,AGUAGU0044,Nokia,last
AGUAGU0045,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.75491,-102.2775,AGUAGU0045,Huawei,last
AGUAGU0046,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.825911,-102.284114,AGUAGU0046,Nokia,last
AGUAGU0047,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.913806,-102.330583,AGUAGU0047,Nokia,last
AGUAGU0048,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.9145,-102.282219,AGUAGU0048,Huawei,last
AGUAGU0049,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.90316,-102.300036,AGUAGU0049,Nokia,last
AGUAGU1603,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.809449,-102.299004,AGUAGU1603,Huawei,last
AGUAGU1604,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.841889,-102.324456,AGUAGU1604,Nokia,last
AGUAGU1605,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.924507,-102.305492,AGUAGU1605,Huawei,last
AGUAGU1606,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.936518,-102.243576,AGUAGU1606,Huawei,last
AGUAGU1607,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.917389,-102.294778,AGUAGU1607,Nokia,last
AGUAGU1608,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.9084,-102.294998,AGUAGU1608,Huawei,last
AGUAGU1609,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.904402,-102.247002,AGUAGU1609,Huawei,last
AGUAGU1610,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.866331,-102.239319,AGUAGU1610,Huawei,last
AGUAGU1613,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8778,-102.271217,AGUAGU1613,Huawei,last
AGUAGU1615,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.860556,-102.249042,AGUAGU1615,Nokia,last
AGUAGU1616,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.864416,-102.258916,AGUAGU1616,Nokia,last
AGUAGU1617,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.852215,-102.244453,AGUAGU1617,Huawei,last
AGUAGU1619,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.830799,-102.294083,AGUAGU1619,Huawei,last
AGUAGU1620,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.840099,-102.283008,AGUAGU1620,Huawei,last
AGUAGU1621,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.861708,-102.269997,AGUAGU1621,Huawei,last
AGUAGU1622,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.887706,-102.30065,AGUAGU1622,Nokia,last
AGUAGU1623,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8813,-102.300433,AGUAGU1623,Huawei,last
AGUAGU1624,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8876,-102.287331,AGUAGU1624,Huawei,last
AGUAGU1625,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.89864,-102.276001,AGUAGU1625,Huawei,last
AGUAGU1628,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.884701,-102.308406,AGUAGU1628,Huawei,last
AGUAGU1629,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.877039,-102.291,AGUAGU1629,Huawei,last
AGUAGU1631,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.86245,-102.311997,AGUAGU1631,Huawei,last
AGUAGU1632,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.855444,-102.295998,AGUAGU1632,Huawei,last
AGUAGU1634,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8355,-102.3209,AGUAGU1634,Nokia,last
AGUAGU1635,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.846763,-102.301784,AGUAGU1635,Nokia,last
AGUAGU1636,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.885099,-102.337222,AGUAGU1636,Huawei,last
AGUAGU1637,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.908806,-102.316492,AGUAGU1637,Huawei,last
AGUAGU1639,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.940114,-102.310997,AGUAGU1639,Huawei,last
AGUAGU1641,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.800699,-102.286003,AGUAGU1641,Huawei,last
AGUAGU1643,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8734,-102.287003,AGUAGU1643,Huawei,last
AGUAGU1647,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.870812,-102.302106,AGUAGU1647,Nokia,last
AGUAGU1648,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.854944,-102.306999,AGUAGU1648,Huawei,last
AGUAGU1649,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8787,-102.243122,AGUAGU1649,Huawei,last
AGUAGU1650,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.880932,-102.317436,AGUAGU1650,Huawei,last
AGUAGU1651,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.903601,-102.266998,AGUAGU1651,Huawei,last
AGUAGU1652,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.884932,-102.318001,AGUAGU1652,Huawei,last
AGUAGU1653,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.8962,-102.286308,AGUAGU1653,Huawei,last
AGUAGU1654,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.895289,-102.265869,AGUAGU1654,Nokia,last
AGUAGU1655,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.897589,-102.239998,AGUAGU1655,Huawei,last
AGUAGU1656,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.884342,-102.22522,AGUAGU1656,Huawei,last
AGUAGU1657,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.842501,-102.251,AGUAGU1657,Huawei,last
AGUAGU1658,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.851519,-102.278465,AGUAGU1658,Huawei,last
AGUAGU1659,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.9282,-102.28247,AGUAGU1659,Huawei,last
AGUAGU1660,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.875,-102.305,AGUAGU1660,Huawei,last
AGUAGU2578,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.803728,-102.267278,AGUAGU2578,Nokia,last
AGUAGU2580,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.86916,-102.311409,AGUAGU2580,Huawei,last
AGUAGU3302,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.854722,-102.25825,AGUAGU3302,Huawei,last
AGUAGU3548,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.736056,-102.297173,AGUAGU3548,Huawei,last
AGUAGU3566,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.88081,-102.294243,AGUAGU3566,Huawei,last
AGUAGU3586,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.881474,-102.282274,AGUAGU3586,Huawei,last
AGUAGU3724,PACIFIC,AGUASCALIENTES,AGUASCALIENTES,21.881941,-102.260258,AGUAGU3724,Nokia,last
AGUCLV0051,PACIFIC,AGUASCALIENTES,CALVILLO,21.858351,-102.713195,AGUCLV0051,Nokia,last
AGUCLV0052,PACIFIC,AGUASCALIENTES,CALVILLO,21.915701,-102.643032,AGUCLV0052,Huawei,last
AGUCLV0053,PACIFIC,AGUASCALIENTES,CALVILLO,21.8785,-102.622132,AGUCLV0053,Huawei,last
AGUCOS0054,PACIFIC,AGUASCALIENTES,COSIO,22.364,-102.305102,AGUCOS0054,Huawei,last
AGUJSM0055,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.963278,-102.341917,AGUJSM0055,Nokia,last
AGUJSM0056,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.9636,-102.288048,AGUJSM0056,Huawei,last
AGUJSM0057,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.886101,-102.531998,AGUJSM0057,Huawei,last
AGUJSM0058,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.949044,-102.31408,AGUJSM0058,Huawei,last
AGUJSM0059,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.9994,-102.289002,AGUJSM0059,Huawei,last
AGUJSM1662,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.938801,-102.321306,AGUJSM1662,Huawei,last
AGUJSM1663,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.9422,-102.330469,AGUJSM1663,Huawei,last
AGUJSM1664,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.946928,-102.343132,AGUJSM1664,Huawei,last
AGUJSM1665,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.969986,-102.327629,AGUJSM1665,Huawei,last
AGUJSM1666,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.968139,-102.298028,AGUJSM1666,Nokia,last
AGUJSM1667,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.99125,-102.334222,AGUJSM1667,Huawei,last
AGUJSM1668,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.955606,-102.296128,AGUJSM1668,Huawei,last
AGUJSM1669,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,21.957936,-102.310919,AGUJSM1669,Nokia,last
AGUJSM2599,PACIFIC,AGUASCALIENTES,JESUS_MARIA-AGU,22.016199,-102.317001,AGUJSM2599,Huawei,last
AGUPBA0060,PACIFIC,AGUASCALIENTES,PABELLON_DE_ARTEAGA,22.156244,-102.275224,AGUPBA0060,Huawei,last
AGUPBA0061,PACIFIC,AGUASCALIENTES,PABELLON_DE_ARTEAGA,22.146601,-102.283411,AGUPBA0061,Huawei,last
AGURIN0062,PACIFIC,AGUASCALIENTES,RINCON_DE_ROMOS,22.2069,-102.328056,AGURIN0062,Huawei,last
AGURIN0063,PACIFIC,AGUASCALIENTES,RINCON_DE_ROMOS,22.2276,-102.319,AGURIN0063,Huawei,last
AGUSAC2406,PACIFIC,AGUASCALIENTES,SAN_FRANCISCO_DE_LOS_ROMO,22.0741,-102.267998,AGUSAC2406,Huawei,last
AGUSFR0064,PACIFIC,AGUASCALIENTES,SAN_FRANCISCO_DE_LOS_ROMO,22.037201,-102.270028,AGUSFR0064,Huawei,last
AGUSFR1671,PACIFIC,AGUASCALIENTES,SAN_FRANCISCO_DE_LOS_ROMO,21.954264,-102.253075,AGUSFR1671,Nokia,last
AGUSFR1672,PACIFIC,AGUASCALIENTES,SAN_FRANCISCO_DE_LOS_ROMO,21.964718,-102.273003,AGUSFR1672,Huawei,last
BCNENS0001,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.900616,-116.696228,BCNENS0001,Ericsson,last
BCNENS0002,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.872978,-116.631477,BCNENS0002,Ericsson,last
BCNENS0003,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.860804,-116.58475,BCNENS0003,Ericsson,last
BCNENS0004,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.72365,-116.574623,BCNENS0004,Ericsson,last
BCNENS0005,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.784834,-116.601265,BCNENS0005,Ericsson,last
BCNENS0006,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.889639,-116.578751,BCNENS0006,Ericsson,last
BCNENS0007,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.838889,-116.606171,BCNENS0007,Ericsson,last
BCNENS0008,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.8795,-116.631944,BCNENS0008,Ericsson,last
BCNENS0009,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,32.037094,-116.875732,BCNENS0009,Ericsson,last
BCNENS0011,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,32.085896,-116.569389,BCNENS0011,Ericsson,last
BCNENS0012,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,32.017593,-116.631271,BCNENS0012,Ericsson,last
BCNENS0014,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.872187,-116.650875,BCNENS0014,Ericsson,last
BCNENS0015,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.903297,-116.729126,BCNENS0015,Ericsson,last
BCNENS0016,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.86479,-116.6222,BCNENS0016,Ericsson,last
BCNENS0017,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.895191,-116.603317,BCNENS0017,Ericsson,last
BCNENS0018,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.892153,-116.563911,BCNENS0018,Ericsson,last
BCNENS0019,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.878375,-116.572397,BCNENS0019,Ericsson,last
BCNENS0020,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.875861,-116.588083,BCNENS0020,Ericsson,last
BCNENS0021,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.87234,-116.60869,BCNENS0021,Ericsson,last
BCNENS0022,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.85763,-116.60701,BCNENS0022,Ericsson,last
BCNENS0023,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.854807,-116.586,BCNENS0023,Ericsson,last
BCNENS0024,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.853167,-116.564423,BCNENS0024,Ericsson,last
BCNENS0025,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.821919,-116.5972,BCNENS0025,Ericsson,last
BCNENS0026,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.798041,-116.592987,BCNENS0026,Ericsson,last
BCNENS0027,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.77501,-116.58915,BCNENS0027,Ericsson,last
BCNENS0028,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.735233,-116.63871,BCNENS0028,Ericsson,last
BCNENS0029,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.7059,-116.560501,BCNENS0029,Ericsson,last
BCNENS0030,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.741888,-116.72683,BCNENS0030,Ericsson,last
BCNENS0031,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.866611,-116.663971,BCNENS0031,Ericsson,last
BCNENS0032,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.88118,-116.595718,BCNENS0032,Ericsson,last
BCNENS0033,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.82939,-116.599343,BCNENS0033,Ericsson,last
BCNENS0034,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.7881,-116.5683,BCNENS0034,Ericsson,last
BCNENS0035,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.772505,-116.572716,BCNENS0035,Ericsson,last
BCNENS0036,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.975615,-116.659905,BCNENS0036,Ericsson,last
BCNENS0037,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.853491,-116.617281,BCNENS0037,Ericsson,last
BCNENS0038,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.864901,-116.593002,BCNENS0038,Ericsson,last
BCNENS0039,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.864661,-116.606422,BCNENS0039,Ericsson,last
BCNENS0040,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.887131,-116.687592,BCNENS0040,Ericsson,last
BCNENS0041,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.82774,-116.587051,BCNENS0041,Ericsson,last
BCNENS0042,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.8722,-116.62285,BCNENS0042,Ericsson,last
BCNENS0043,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.901156,-116.57423,BCNENS0043,Ericsson,last
BCNENS0044,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.811022,-116.596376,BCNENS0044,Ericsson,last
BCNENS0959,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.903639,-116.554749,BCNENS0959,Ericsson,last
BCNENS0960,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.915644,-116.597574,BCNENS0960,Ericsson,last
BCNENS1330,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.849389,-116.603638,BCNENS1330,Ericsson,last
BCNENS1363,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.66889,-116.512627,BCNENS1363,Ericsson,last
BCNENS1374,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.778315,-116.574638,BCNENS1374,Ericsson,last
BCNENS1375,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.864542,-116.545235,BCNENS1375,Ericsson,last
BCNENS1376,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.825684,-116.601657,BCNENS1376,Ericsson,last
BCNENS1377,NORTH_WEST,BAJA_CALIFORNIA,ENSENADA,31.870347,-116.599085,BCNENS1377,Ericsson,last
BCNMXC0046,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.651291,-115.474719,BCNMXC0046,Ericsson,last
BCNMXC0047,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.644466,-115.443489,BCNMXC0047,Ericsson,last
BCNMXC0048,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.616123,-115.434856,BCNMXC0048,Ericsson,last
BCNMXC0049,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.660347,-115.421402,BCNMXC0049,Ericsson,last
BCNMXC0050,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.592667,-115.388935,BCNMXC0050,Ericsson,last
BCNMXC0052,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.612942,-115.489021,BCNMXC0052,Ericsson,last
BCNMXC0053,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.645139,-115.506279,BCNMXC0053,Ericsson,last
BCNMXC0054,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.60075,-115.41769,BCNMXC0054,Ericsson,last
BCNMXC0056,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.627396,-115.462082,BCNMXC0056,Ericsson,last
BCNMXC0057,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.630123,-115.256638,BCNMXC0057,Ericsson,last
BCNMXC0058,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.600807,-115.672279,BCNMXC0058,Ericsson,last
BCNMXC0059,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.622013,-115.518707,BCNMXC0059,Ericsson,last
BCNMXC0060,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.572481,-115.408135,BCNMXC0060,Ericsson,last
BCNMXC0061,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.591664,-115.358803,BCNMXC0061,Ericsson,last
BCNMXC0062,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.669918,-115.391113,BCNMXC0062,Ericsson,last
BCNMXC0064,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.657002,-115.518501,BCNMXC0064,Ericsson,last
BCNMXC0065,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.665417,-115.467918,BCNMXC0065,Ericsson,last
BCNMXC0066,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.666939,-115.435768,BCNMXC0066,Ericsson,last
BCNMXC0067,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.639153,-115.386482,BCNMXC0067,Ericsson,last
BCNMXC0068,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.623472,-115.481639,BCNMXC0068,Ericsson,last
BCNMXC0069,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.5878,-115.474,BCNMXC0069,Ericsson,last
BCNMXC0070,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.5527,-115.233002,BCNMXC0070,Ericsson,last
BCNMXC0071,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.521801,-114.918,BCNMXC0071,Ericsson,last
BCNMXC0072,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.605175,-115.476189,BCNMXC0072,Ericsson,last
BCNMXC0073,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.654835,-115.46125,BCNMXC0073,Ericsson,last
BCNMXC0074,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.62425,-115.500406,BCNMXC0074,Ericsson,last
BCNMXC0076,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.66283,-115.48587,BCNMXC0076,Ericsson,last
BCNMXC0077,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.629452,-115.575806,BCNMXC0077,Ericsson,last
BCNMXC0078,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.570477,-115.586144,BCNMXC0078,Ericsson,last
BCNMXC0079,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.64089,-115.52328,BCNMXC0079,Ericsson,last
BCNMXC0080,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.631519,-115.496508,BCNMXC0080,Ericsson,last
BCNMXC0081,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.618382,-115.505,BCNMXC0081,Ericsson,last
BCNMXC0082,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.593308,-115.5085,BCNMXC0082,Ericsson,last
BCNMXC0083,NORTH_WEST,BAJA_CALIFORNIA,MEXICALI,32.63295,-115.482285,BCNMXC0083,Ericsson,last
