node,region,province,municipality,latitude,longitude,att_name,vendor,period
HMEX1464,CENTRO,MEXICO,HUIXQUILUCAN,19.4093,-99.2537,MEXHXC0304,Huawei,last
HMEX1490,CENTRO,MEXICO,TEXCOCO,19.5105,-98.882599,MEXTEX0642,Huawei,last
HMEX8059,CENTRO,DISTRITO_FEDERAL,VENUSTIANO_CARRANZA-DF,19.430201,-99.117531,DIFVEN0926,Huawei,last
HMEX8077,CENTRO,DISTRITO_FEDERAL,CUAJIMALPA_DE_MORELOS,19.361601,-99.272598,DIFCUJ0372,Huawei,initial
HMEX8138,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.505699,-99.262497,MEXNPL0547,Huawei,last
HMEX8157,CENTRO,MEXICO,HUIXQUILUCAN,19.403999,-99.2854,MEXHXC0312,Huawei,initial
HMEX8205,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.414499,-99.168198,DIFCHT0235,Huawei,last
HMEX8252,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.343901,-99.203102,DIFALO0075,Huawei,last
HMEX8271,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.411301,-99.155701,DIFCHT0311,Huawei,last
HMEX8281,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.335199,-99.180801,DIFCYN0435,Huawei,last
HMEX8287,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.426201,-99.150002,DIFCHT0318,Huawei,last
HMEX8303,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.388,-99.214897,DIFALO0018,Huawei,last
HMEX8382,CENTRO,MEXICO,CUAUTITLAN_IZCALLI,19.6434,-99.261597,MEXCTI0174,Huawei,last
HMEX8429,CENTRO,DISTRITO_FEDERAL,LA_MAGDALENA_CONTRERAS,19.318399,-99.238098,DIFMGC1185,Huawei,last
HMEX8467,CENTRO,DISTRITO_FEDERAL,IZTAPALAPA,19.3988,-99.057503,DIFIZT0591,Huawei,last
HMEX8535,CENTRO,DISTRITO_FEDERAL,TLALPAN,19.305901,-99.210701,DIFTLP0873,Huawei,initial
HMEX8578,CENTRO,DISTRITO_FEDERAL,TLALPAN,19.2111,-99.155296,DIFTLP0874,Huawei,last
HMEX8722,CENTRO,MEXICO,OZUMBA,19.0403,-98.790199,MEXOZU0581,Huawei,last
HMOC0001,NORTH_WEST,SINALOA,EL_FUERTE,26.423599,-108.614998,SINFRT0509,Huawei,last
HMOR8520,PACIFIC,MICHOACAN_DE_OCAMPO,MUGICA,19.0203,-102.079002,MICMUG1170,Huawei,last
HNAV0003,NORTH_WEST,SONORA,BENITO_JUAREZ-SON,27.1164,-109.848999,SONBEJ0627,Huawei,last
HNAV0012,NORTH_WEST,SONORA,NAVOJOA,26.774599,-109.299004,SONNVJ0951,Huawei,last
HNLD0036,NORTH,TAMAULIPAS,NUEVO_LAREDO,27.45199,-99.51857,TAMNLD1137,Huawei,initial
HNLD0043,NORTH,TAMAULIPAS,NUEVO_LAREDO,27.382475,-99.555534,TAMNLD1140,Huawei,initial
HNLD0068,NORTH,TAMAULIPAS,GUERRERO-TAM,26.739798,-99.404442,TAMGRO1054,Huawei,initial
HNLD0079,NORTH,TAMAULIPAS,NUEVO_LAREDO,27.38752,-99.639122,TAMNLD1154,Huawei,initial
HNLD0086,NORTH,NUEVO_LEON,ANAHUAC,27.051233,-99.732132,NLEANH0504,Huawei,last
HNLD0106,NORTH,TAMAULIPAS,NUEVO_LAREDO,27.480005,-99.588783,TAMNLD1171,Huawei,initial
HOBR0033,NORTH_WEST,SONORA,CAJEME,27.353901,-110.037003,SONCAJ0653,Huawei,last
HPAC0025,CENTRO,HIDALGO,VILLA_DE_TEZONTEPEC,19.8915,-98.801498,HIDVTZ0161,Huawei,last
HPTV0043,PACIFIC,NAYARIT,BAHIA_DE_BANDERAS,20.7691,-105.530998,NAYBAH1252,Huawei,initial
HPUE0014,SOUTH,PUEBLA,SAN_MIGUEL_XOXTLA,19.1679,-98.318001,PUESMX0367,Huawei,initial
HQRO1014,PACIFIC,QUERETARO,QUERETARO,20.6572,-100.505997,QTOQTO1356,Huawei,initial
HQRO1018,PACIFIC,QUERETARO,QUERETARO,20.6008,-100.348,QTOQTO1357,Huawei,initial
HQRO1058,PACIFIC,QUERETARO,SAN_JUAN_DEL_RIO-QUE,20.3899,-99.959396,QTOSJR1432,Huawei,initial
HQRO1149,PACIFIC,QUERETARO,QUERETARO,20.58,-100.363998,QTOQTO2195,Huawei,initial
HSLP0021,PACIFIC,SAN_LUIS_POTOSI,ZARAGOZA-SLP,21.9058,-100.800003,SLPZRG1542,Huawei,initial
HSLP0027,PACIFIC,GUANAJUATO,SAN_LUIS_DE_LA_PAZ,21.2208,-100.526001,GUASLZ0522,Huawei,initial
HTEP0006,PACIFIC,NAYARIT,SANTIAGO_IXCUINTLA,21.7764,-105.087997,NAYIXC1255,Huawei,initial
HTOR0016,NORTH,COAHUILA_DE_ZARAGOZA,TORREON,25.522499,-103.401001,COATOR0427,Huawei,last
HTOR0018,NORTH,COAHUILA_DE_ZARAGOZA,TORREON,25.535,-103.404999,COATOR0398,Huawei,last
HTOR0055,NORTH,COAHUILA_DE_ZARAGOZA,TORREON,25.567699,-103.384003,COATOR1673,Huawei,last
HTPC0001,SOUTH,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,PANUCO-VER,22.223146,-97.997681,VERPNC0600,Huawei,last
HVHE0009,SOUTH,TABASCO,CENTRO,17.991501,-92.917297,HVHE0009,Huawei,last
ICEL0001,PACIFIC,GUANAJUATO,CELAYA,20.532,-100.778999,GUACEL6004,Huawei,initial
IGDL0004,PACIFIC,JALISCO,GUADALAJARA,20.702387,-103.376358,JALGDL6018,Huawei,last
ILDIFALO6317Y,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.361099,-99.189598,DIFALO6317,Huawei,last
ILDIFCUJ6277Y,CENTRO,DISTRITO_FEDERAL,CUAJIMALPA_DE_MORELOS,19.361,-99.267303,DIFCUJ6277,Huawei,last
ILGROACA6004Y,SOUTH,GUERRERO,ACAPULCO_DE_JUAREZ,16.769358,-99.771332,GROACA6004,Huawei,last
IMEX0004,CENTRO,DISTRITO_FEDERAL,BENITO_JUAREZ-DF,19.394503,-99.173599,DIFBEJ6020,Huawei,last
IMEX0005,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.304199,-99.190399,DIFCYN6054,Huawei,initial
IMEX0009,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.302799,-99.149597,DIFCYN6189,Huawei,initial
IMEX0022,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.3631,-99.263214,DIFALO6000,Huawei,last
IMEX0063,CENTRO,MEXICO,ECATEPEC_DE_MORELOS,19.582899,-99.023003,MEXECA6098,Huawei,last
IMEX0070,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.428301,-99.161102,DIFCHT6195,Huawei,last
IMEX0089,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.430901,-99.141022,DIFCHT6177,Huawei,last
IMEX0115,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.302799,-99.149597,DIFCYN6203,Huawei,initial
IMEX0116,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.302799,-99.149597,DIFCYN6205,Huawei,initial
IMEX0117,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.302799,-99.149597,DIFCYN6207,Huawei,initial
IMEX0118,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.43461,-99.21183,DIFMGH6082,Huawei,last
IPUE0005,SOUTH,PUEBLA,PUEBLA,19.071358,-98.225677,PUEPUE6024,Huawei,last
ITOL0003,CENTRO,MEXICO,TOLUCA,19.2896,-99.621696,MEXTOL6136,Huawei,last
IUDIFALO6317Z,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.361099,-99.189598,DIFALO6317,Huawei,last
IUDIFCUJ6277Z,CENTRO,DISTRITO_FEDERAL,CUAJIMALPA_DE_MORELOS,19.361,-99.267303,DIFCUJ6277,Huawei,last
JAL-5263_5370_Plaza_Patria,PACIFIC,JALISCO,ZAPOPAN,20.715599,-103.376999,JALZAP1045,Huawei,last
JAL-5276_5381_Terminal_1_Aeropuerto_Gdl,PACIFIC,JALISCO,TLAJOMULCO_DE_ZUNIGA,20.5259,-103.300003,JALTLZ0899,Huawei,last
JAL-5282_5392_Villa_Coral,PACIFIC,JALISCO,ZAPOPAN,20.7197,-103.401001,JALZAP1053,Huawei,last
JAL-5292_5420_Tepeyac,PACIFIC,JALISCO,ZAPOPAN,20.6614,-103.407997,JALZAP1058,Huawei,initial
JAL-5448_5522_La_Canada,PACIFIC,JALISCO,ZAPOPAN,20.685801,-103.407997,JALZAP0994,Huawei,last
JAL-5450_5524_Neruda,PACIFIC,JALISCO,GUADALAJARA,20.697201,-103.388001,JALGDL0611,Huawei,last
JAL-5549_5623_Plaza_Forum_Tlaquepaque,PACIFIC,JALISCO,GUADALAJARA,20.6481,-103.32,JALGDL6022,Huawei,last
JAL-5550_5624_La_Gran_Plaza_Fashion_Mall_Jalisco,PACIFIC,JALISCO,ZAPOPAN,20.673599,-103.404999,JALZAP6032,Huawei,last
JAL-5551_5625_Concentro_Jalisco,PACIFIC,JALISCO,ZAPOPAN,20.692301,-103.454002,JALZAP6034,Huawei,last
JAL-5552_5626_Plaza_De_La_Tecnologia_Guadalajara,PACIFIC,JALISCO,GUADALAJARA,20.6745,-103.347,JALGDL6024,Huawei,initial
JAL-5553_5633_Andares,PACIFIC,JALISCO,ZAPOPAN,20.7146,-103.426003,JALZAP1066,Huawei,initial
JAL-5568_818_Plaza_Outlet_Jalisco,PACIFIC,JALISCO,TLAJOMULCO_DE_ZUNIGA,20.5221,-103.483002,JALTLZ6066,Huawei,last
JAL-5663_Monte_Carmelo,PACIFIC,JALISCO,GUADALAJARA,20.7041,-103.329002,JALGDL1966,Huawei,last
JALACC0551,PACIFIC,JALISCO,ACATIC,20.700701,-102.976,JALACC0551,Huawei,last
JALACC0552,PACIFIC,JALISCO,ACATIC,20.752201,-102.87812,JALACC0552,Huawei,last
JALAHU0554,PACIFIC,JALISCO,AHUALULCO_DE_MERCADO,20.7875,-103.847,JALAHU0554,Huawei,last
JALAJU0555,PACIFIC,JALISCO,ACATLAN_DE_JUAREZ,20.41724,-103.59047,JALAJU0555,Huawei,last
JALAJU3734,PACIFIC,JALISCO,ACATLAN_DE_JUAREZ,20.433822,-103.559472,JALAJU3734,Huawei,last
JALAMC0556,PACIFIC,JALISCO,AMACUECA,19.937541,-103.653999,JALAMC0556,Huawei,last
JALAME0557,PACIFIC,JALISCO,AMECA,20.5529,-104.047997,JALAME0557,Huawei,last
JALAME0558,PACIFIC,JALISCO,AMECA,20.523333,-104.016998,JALAME0558,Huawei,last
JALAME0559,PACIFIC,JALISCO,AMECA,20.5368,-104.038246,JALAME0559,Huawei,last
JALAMT0560,PACIFIC,JALISCO,AMATITAN,20.834801,-103.723305,JALAMT0560,Huawei,last
JALARL0561,PACIFIC,JALISCO,EL_ARENAL-JAL,20.7582,-103.612274,JALARL0561,Huawei,last
JALARL0562,PACIFIC,JALISCO,EL_ARENAL-JAL,20.768999,-103.675003,JALARL0562,Huawei,last
JALARL2794,PACIFIC,JALISCO,EL ARENAL,20.784984,-103.69539,JALARL2794,Ericsson,last
JALARS0563,PACIFIC,JALISCO,ARANDAS,20.70661,-102.350998,JALARS0563,Huawei,last
JALARS0564,PACIFIC,JALISCO,ARANDAS,20.718201,-102.337997,JALARS0564,Huawei,last
JALARS0565,PACIFIC,JALISCO,ARANDAS,20.701799,-102.338226,JALARS0565,Huawei,last
JALARS0566,PACIFIC,JALISCO,ARANDAS,20.7087,-102.343002,JALARS0566,Huawei,last
JALARS0567,PACIFIC,JALISCO,ARANDAS,20.694401,-102.351059,JALARS0567,Huawei,last
JALARS1904,PACIFIC,JALISCO,ARANDAS,20.681801,-102.348,JALARS1904,Huawei,last
JALARS1905,PACIFIC,JALISCO,ARANDAS,20.6998,-102.318001,JALARS1905,Huawei,last
JALARS1906,PACIFIC,JALISCO,ARANDAS,20.700001,-102.358261,JALARS1906,Huawei,last
JALARS2801,PACIFIC,JALISCO,ARANDAS,20.707464,-102.331653,JALARS2801,Huawei,last
JALARS2802,PACIFIC,JALISCO,ARANDAS,20.714207,-102.348064,JALARS2802,Huawei,last
JALATA0569,PACIFIC,JALISCO,ATOTONILCO_EL_ALTO,20.552401,-102.511002,JALATA0569,Huawei,last
JALATA0570,PACIFIC,JALISCO,ATOTONILCO_EL_ALTO,20.546801,-102.472,JALATA0570,Huawei,last
JALATA2803,PACIFIC,JALISCO,ATOTONILCO_EL_ALTO,20.53018,-102.546982,JALATA2803,Huawei,last
JALAYT0572,PACIFIC,JALISCO,AYOTLAN,20.532214,-102.321999,JALAYT0572,Huawei,last
JALAYT2806,PACIFIC,JALISCO,AYOTLAN,20.585007,-102.379997,JALAYT2806,Huawei,last
JALBAH0573,PACIFIC,NAYARIT,BAHIA_DE_BANDERAS,20.699047,-105.297409,JALBAH0573,Huawei,last
JALBAH0574,PACIFIC,NAYARIT,BAHIA_DE_BANDERAS,20.698306,-105.271004,JALBAH0574,Huawei,last
JALBAH0575,PACIFIC,NAYARIT,BAHIA_DE_BANDERAS,20.763201,-105.225334,JALBAH0575,Huawei,last
JALBAH1908,PACIFIC,NAYARIT,BAHIA_DE_BANDERAS,20.815701,-105.194,JALBAH1908,Huawei,last
JALBAH1909,PACIFIC,NAYARIT,BAHIA_DE_BANDERAS,20.711808,-105.277,JALBAH1909,Huawei,last
JALBAH2412,PACIFIC,NAYARIT,BAHIA_DE_BANDERAS,20.747702,-105.249001,JALBAH2412,Huawei,last
JALBAR0576,PACIFIC,JALISCO,LA_BARCA,20.2808,-102.549004,JALBAR0576,Huawei,last
JALBAR0577,PACIFIC,JALISCO,LA_BARCA,20.286301,-102.536209,JALBAR0577,Huawei,last
JALBAR1910,PACIFIC,JALISCO,LA_BARCA,20.290228,-102.546997,JALBAR1910,Huawei,last
JALBAR2808,PACIFIC,JALISCO,LA_BARCA,20.3321,-102.59537,JALBAR2808,Huawei,last
JALCIH0578,PACIFIC,JALISCO,CIHUATLAN,19.2281,-104.700279,JALCIH0578,Huawei,last
JALCIH0579,PACIFIC,JALISCO,CIHUATLAN,19.211,-104.679001,JALCIH0579,Huawei,last
JALCIH0580,PACIFIC,JALISCO,CIHUATLAN,19.238905,-104.581193,JALCIH0580,Huawei,last
JALCIH2426,PACIFIC,JALISCO,CIHUATLAN,19.2274,-104.706101,JALCIH2426,Huawei,initial
JALCIH2427,PACIFIC,JALISCO,CIHUATLAN,19.2292,-104.681,JALCIH2427,Huawei,last
JALCIH2816,PACIFIC,JALISCO,CIHUATLAN,19.2164,-104.62608,JALCIH2816,Huawei,last
JALCIH3367,PACIFIC,JALISCO,CIHUATLAN,19.241203,-104.557167,JALCIH3367,Huawei,last
JALCIH3841,PACIFIC,JALISCO,CIHUATLAN,19.227483,-104.70781,JALCIH3841,Ericsson,last
JALCPL0581,PACIFIC,JALISCO,CHAPALA,20.299433,-103.255997,JALCPL0581,Huawei,last
JALCPL0582,PACIFIC,JALISCO,CHAPALA,20.289301,-103.19342,JALCPL0582,Huawei,last
JALCPL1911,PACIFIC,JALISCO,CHAPALA,20.31674,-103.162003,JALCPL1911,Huawei,last
JALENC0583,PACIFIC,JALISCO,ENCARNACION_DE_DIAZ,21.6173,-102.27549,JALENC0583,Huawei,last
JALENC0584,PACIFIC,JALISCO,ENCARNACION_DE_DIAZ,21.511101,-102.241997,JALENC0584,Huawei,last
JALENC0585,PACIFIC,JALISCO,ENCARNACION_DE_DIAZ,21.52801,-102.238197,JALENC0585,Huawei,last
JALESL0586,PACIFIC,JALISCO,EL_SALTO,20.568361,-103.310556,JALESL0586,Huawei,last
JALESL0587,PACIFIC,JALISCO,EL_SALTO,20.52503,-103.195,JALESL0587,Huawei,last
JALESL0589,PACIFIC,JALISCO,EL_SALTO,20.566799,-103.270149,JALESL0589,Huawei,last
JALESL0591,PACIFIC,JALISCO,EL_SALTO,20.577452,-103.32046,JALESL0591,Ericsson,last
JALESL0592,PACIFIC,JALISCO,EL_SALTO,20.5271,-103.234001,JALESL0592,Huawei,last
JALESL0593,PACIFIC,JALISCO,EL_SALTO,20.558331,-103.282997,JALESL0593,Huawei,last
JALESL1917,PACIFIC,JALISCO,EL_SALTO,20.520445,-103.178111,JALESL1917,Huawei,last
JALESL1918,PACIFIC,JALISCO,EL_SALTO,20.54163,-103.261002,JALESL1918,Huawei,last
JALESL1919,PACIFIC,JALISCO,EL_SALTO,20.503,-103.238998,JALESL1919,Huawei,last
JALESL1920,PACIFIC,JALISCO,EL_SALTO,20.559224,-103.306,JALESL1920,Huawei,last
JALESL2823,PACIFIC,JALISCO,EL_SALTO,20.565028,-103.324822,JALESL2823,Huawei,last
JALESL3624,PACIFIC,JALISCO,EL_SALTO,20.560783,-103.331674,JALESL3624,Ericsson,last
JALESL3728,PACIFIC,JALISCO,EL_SALTO,20.515612,-103.239693,JALESL3728,Huawei,last
JALESL3742,PACIFIC,JALISCO,EL_SALTO,20.546343,-103.298678,JALESL3742,Huawei,last
JALESL3778,PACIFIC,JALISCO,EL_SALTO,20.562105,-103.314208,JALESL3778,Ericsson,last
JALESL3850,PACIFIC,JALISCO,EL_SALTO,20.568077,-103.285816,JALESL3850,Ericsson,last
JALGDL0595,PACIFIC,JALISCO,GUADALAJARA,20.667164,-103.28641,JALGDL0595,Ericsson,last
JALGDL0596,PACIFIC,JALISCO,GUADALAJARA,20.691472,-103.364059,JALGDL0596,Ericsson,last
JALGDL0598,PACIFIC,JALISCO,GUADALAJARA,20.645161,-103.381997,JALGDL0598,Ericsson,last
JALGDL0599,PACIFIC,JALISCO,GUADALAJARA,20.673417,-103.281694,JALGDL0599,Ericsson,last
JALGDL0600,PACIFIC,JALISCO,GUADALAJARA,20.65725,-103.31675,JALGDL0600,Ericsson,last
JALGDL0601,PACIFIC,JALISCO,GUADALAJARA,20.680565,-103.366686,JALGDL0601,Ericsson,last
JALGDL0602,PACIFIC,JALISCO,GUADALAJARA,20.681681,-103.33787,JALGDL0602,Ericsson,last
JALGDL0603,PACIFIC,JALISCO,GUADALAJARA,20.661112,-103.396389,JALGDL0603,Huawei,last
JALGDL0604,PACIFIC,JALISCO,GUADALAJARA,20.702397,-103.327608,JALGDL0604,Ericsson,last
JALGDL0605,PACIFIC,JALISCO,GUADALAJARA,20.704667,-103.382019,JALGDL0605,Ericsson,last
JALGDL0606,PACIFIC,JALISCO,GUADALAJARA,20.71749,-103.322823,JALGDL0606,Ericsson,last
JALGDL0607,PACIFIC,JALISCO,GUADALAJARA,20.731319,-103.3163,JALGDL0607,Ericsson,last
JALGDL0608,PACIFIC,JALISCO,GUADALAJARA,20.718011,-103.330219,JALGDL0608,Ericsson,last
JALGDL0609,PACIFIC,JALISCO,GUADALAJARA,20.707104,-103.347299,JALGDL0609,Ericsson,last
JALGDL0610,PACIFIC,JALISCO,GUADALAJARA,20.683988,-103.393616,JALGDL0610,Ericsson,last
JALGDL0612,PACIFIC,JALISCO,GUADALAJARA,20.710852,-103.381024,JALGDL0612,Ericsson,last
JALGDL0613,PACIFIC,JALISCO,GUADALAJARA,20.703903,-103.362503,JALGDL0613,Ericsson,last
JALGDL0614,PACIFIC,JALISCO,GUADALAJARA,20.673583,-103.395778,JALGDL0614,Ericsson,last
JALGDL0615,PACIFIC,JALISCO,GUADALAJARA,20.70872,-103.36835,JALGDL0615,Ericsson,last
JALGDL0616,PACIFIC,JALISCO,GUADALAJARA,20.692961,-103.39796,JALGDL0616,Ericsson,last
JALGDL0617,PACIFIC,JALISCO,GUADALAJARA,20.667974,-103.360856,JALGDL0617,Ericsson,last
JALGDL0619,PACIFIC,JALISCO,GUADALAJARA,20.653628,-103.377895,JALGDL0619,Ericsson,last
JALGDL0620,PACIFIC,JALISCO,GUADALAJARA,20.666063,-103.389994,JALGDL0620,Ericsson,last
JALGDL0621,PACIFIC,JALISCO,GUADALAJARA,20.66733,-103.376602,JALGDL0621,Ericsson,last
JALGDL0622,PACIFIC,JALISCO,GUADALAJARA,20.679677,-103.375011,JALGDL0622,Ericsson,last
JALGDL0623,PACIFIC,JALISCO,GUADALAJARA,20.675843,-103.361543,JALGDL0623,Ericsson,last
JALGDL0624,PACIFIC,JALISCO,GUADALAJARA,20.684816,-103.380054,JALGDL0624,Ericsson,last
JALGDL0625,PACIFIC,JALISCO,GUADALAJARA,20.65366,-103.389374,JALGDL0625,Huawei,last
JALGDL0626,PACIFIC,JALISCO,GUADALAJARA,20.672722,-103.385834,JALGDL0626,Ericsson,last
JALGDL0627,PACIFIC,JALISCO,GUADALAJARA,20.669669,-103.368927,JALGDL0627,Ericsson,last
JALGDL0628,PACIFIC,JALISCO,GUADALAJARA,20.657755,-103.39788,JALGDL0628,Ericsson,last
JALGDL0629,PACIFIC,JALISCO,GUADALAJARA,20.673618,-103.369339,JALGDL0629,Huawei,last
JALGDL0630,PACIFIC,JALISCO,GUADALAJARA,20.660819,-103.385239,JALGDL0630,Ericsson,last
JALGDL0631,PACIFIC,JALISCO,GUADALAJARA,20.686871,-103.367844,JALGDL0631,Ericsson,last
JALGDL0632,PACIFIC,JALISCO,GUADALAJARA,20.6461,-103.394,JALGDL0632,Ericsson,last
JALGDL0633,PACIFIC,JALISCO,GUADALAJARA,20.667307,-103.308389,JALGDL0633,Ericsson,last
JALGDL0634,PACIFIC,JALISCO,GUADALAJARA,20.69113,-103.290604,JALGDL0634,Ericsson,last
JALGDL0635,PACIFIC,JALISCO,GUADALAJARA,20.67852,-103.347237,JALGDL0635,Huawei,last
JALGDL0636,PACIFIC,JALISCO,GUADALAJARA,20.691668,-103.346916,JALGDL0636,Ericsson,last
JALGDL0637,PACIFIC,JALISCO,GUADALAJARA,20.682707,-103.326416,JALGDL0637,Ericsson,last
JALGDL0638,PACIFIC,JALISCO,GUADALAJARA,20.671214,-103.332269,JALGDL0638,Ericsson,last
JALGDL0639,PACIFIC,JALISCO,GUADALAJARA,20.693238,-103.316368,JALGDL0639,Ericsson,last
JALGDL0640,PACIFIC,JALISCO,GUADALAJARA,20.672997,-103.340859,JALGDL0640,Ericsson,last
JALGDL0641,PACIFIC,JALISCO,GUADALAJARA,20.676009,-103.344353,JALGDL0641,Ericsson,last
JALGDL0642,PACIFIC,JALISCO,GUADALAJARA,20.684187,-103.354272,JALGDL0642,Ericsson,last
JALGDL0643,PACIFIC,JALISCO,GUADALAJARA,20.686038,-103.300606,JALGDL0643,Ericsson,last
JALGDL0644,PACIFIC,JALISCO,GUADALAJARA,20.6922,-103.328609,JALGDL0644,Ericsson,last
JALGDL0645,PACIFIC,JALISCO,GUADALAJARA,20.667574,-103.323038,JALGDL0645,Ericsson,last
JALGDL0646,PACIFIC,JALISCO,GUADALAJARA,20.707528,-103.326309,JALGDL0646,Ericsson,last
JALGDL0647,PACIFIC,JALISCO,GUADALAJARA,20.715331,-103.3013,JALGDL0647,Ericsson,last
JALGDL0648,PACIFIC,JALISCO,GUADALAJARA,20.692028,-103.306694,JALGDL0648,Ericsson,last
JALGDL0649,PACIFIC,JALISCO,GUADALAJARA,20.693499,-103.358353,JALGDL0649,Ericsson,last
JALGDL0650,PACIFIC,JALISCO,GUADALAJARA,20.68182,-103.302239,JALGDL0650,Ericsson,last
JALGDL0651,PACIFIC,JALISCO,GUADALAJARA,20.6791,-103.33942,JALGDL0651,Ericsson,last
JALGDL0652,PACIFIC,JALISCO,GUADALAJARA,20.687972,-103.319695,JALGDL0652,Ericsson,last
JALGDL0653,PACIFIC,JALISCO,GUADALAJARA,20.692381,-103.33719,JALGDL0653,Ericsson,last
JALGDL0654,PACIFIC,JALISCO,GUADALAJARA,20.658602,-103.343269,JALGDL0654,Ericsson,last
JALGDL0655,PACIFIC,JALISCO,GUADALAJARA,20.644794,-103.352319,JALGDL0655,Ericsson,last
JALGDL0656,PACIFIC,JALISCO,GUADALAJARA,20.634474,-103.364496,JALGDL0656,Ericsson,last
JALGDL0658,PACIFIC,JALISCO,GUADALAJARA,20.663403,-103.353739,JALGDL0658,Ericsson,last
JALGDL0659,PACIFIC,JALISCO,GUADALAJARA,20.634993,-103.351222,JALGDL0659,Ericsson,last
JALGDL0660,PACIFIC,JALISCO,GUADALAJARA,20.654585,-103.355042,JALGDL0660,Ericsson,last
JALGDL0661,PACIFIC,JALISCO,GUADALAJARA,20.652371,-103.330279,JALGDL0661,Ericsson,last
JALGDL0662,PACIFIC,JALISCO,GUADALAJARA,20.659542,-103.36557,JALGDL0662,Ericsson,last
JALGDL0663,PACIFIC,JALISCO,GUADALAJARA,20.641434,-103.372025,JALGDL0663,Ericsson,last
JALGDL0664,PACIFIC,JALISCO,GUADALAJARA,20.622031,-103.363434,JALGDL0664,Ericsson,last
JALGDL0665,PACIFIC,JALISCO,GUADALAJARA,20.614338,-103.37459,JALGDL0665,Ericsson,initial
JALGDL0666,PACIFIC,JALISCO,GUADALAJARA,20.672917,-103.291139,JALGDL0666,Ericsson,last
JALGDL0667,PACIFIC,JALISCO,GUADALAJARA,20.680544,-103.281223,JALGDL0667,Ericsson,last
JALGDL0668,PACIFIC,JALISCO,GUADALAJARA,20.658806,-103.27375,JALGDL0668,Ericsson,last
JALGDL0669,PACIFIC,JALISCO,GUADALAJARA,20.66643,-103.28051,JALGDL0669,Ericsson,last
JALGDL0670,PACIFIC,JALISCO,GUADALAJARA,20.662194,-103.333122,JALGDL0670,Ericsson,last
JALGDL0671,PACIFIC,JALISCO,GUADALAJARA,20.615227,-103.385361,JALGDL0671,Huawei,last
JALGDL0673,PACIFIC,JALISCO,GUADALAJARA,20.706112,-103.313217,JALGDL0673,Ericsson,last
JALGDL0674,PACIFIC,JALISCO,GUADALAJARA,20.635418,-103.323502,JALGDL0674,Ericsson,last
JALGDL0675,PACIFIC,JALISCO,GUADALAJARA,20.65579,-103.3045,JALGDL0675,Ericsson,last
JALGDL0676,PACIFIC,JALISCO,GUADALAJARA,20.64113,-103.362984,JALGDL0676,Ericsson,last
JALGDL0677,PACIFIC,JALISCO,GUADALAJARA,20.65375,-103.384194,JALGDL0677,Ericsson,last
JALGDL0678,PACIFIC,JALISCO,GUADALAJARA,20.64461,-103.325783,JALGDL0678,Ericsson,last
JALGDL0679,PACIFIC,JALISCO,GUADALAJARA,20.684184,-103.343958,JALGDL0679,Ericsson,last
JALGDL0680,PACIFIC,JALISCO,GUADALAJARA,20.652081,-103.369209,JALGDL0680,Ericsson,last
JALGDL0681,PACIFIC,JALISCO,GUADALAJARA,20.673389,-103.376361,JALGDL0681,Ericsson,last
JALGDL0682,PACIFIC,JALISCO,GUADALAJARA,20.652494,-103.295067,JALGDL0682,Ericsson,last
JALGDL0683,PACIFIC,JALISCO,GUADALAJARA,20.7104,-103.342194,JALGDL0683,Huawei,last
JALGDL0684,PACIFIC,JALISCO,GUADALAJARA,20.632803,-103.380075,JALGDL0684,Ericsson,last
JALGDL0685,PACIFIC,JALISCO,GUADALAJARA,20.679205,-103.389107,JALGDL0685,Ericsson,last
JALGDL0686,PACIFIC,JALISCO,GUADALAJARA,20.668244,-103.346255,JALGDL0686,Ericsson,last
JALGDL0687,PACIFIC,JALISCO,GUADALAJARA,20.678312,-103.354591,JALGDL0687,Ericsson,last
JALGDL0688,PACIFIC,JALISCO,GUADALAJARA,20.657143,-103.381355,JALGDL0688,Huawei,last
JALGDL0689,PACIFIC,JALISCO,GUADALAJARA,20.667044,-103.396851,JALGDL0689,Ericsson,last
